"Date Time","T (degC)"
13.07.2016 04:00:00,14.38166666
13.07.2016 05:00:00,14.2483333
13.07.2016 06:00:00,15.3166666
13.07.2016 07:00:00,15.5600001
13.07.2016 08:00:00,16.13166666
13.07.2016 09:00:00,17.63999971
13.07.2016 10:00:00,18.5649999
13.07.2016 11:00:00,19.61333338
13.07.2016 12:00:00,19.31166649
13.07.2016 13:00:00,18.67333285
13.07.2016 14:00:00,16.48166641
13.07.2016 15:00:00,17.51500003
13.07.2016 16:00:00,17.75666682
13.07.2016 17:00:00,18.15999985
13.07.2016 18:00:00,17.73499966
13.07.2016 19:00:00,16.99166679
13.07.2016 20:00:00,16.25833321
13.07.2016 21:00:00,15.36833334
13.07.2016 22:00:00,14.77333323
13.07.2016 23:00:00,14.0333333
14.07.2016 00:00:00,14.05333344
14.07.2016 01:00:00,13.81166665
14.07.2016 02:00:00,13.41999992
14.07.2016 03:00:00,12.91666651
14.07.2016 04:00:00,12.53166676
14.07.2016 05:00:00,12.45499992
14.07.2016 06:00:00,12.41333326
14.07.2016 07:00:00,12.49999984
14.07.2016 08:00:00,12.30999994
14.07.2016 09:00:00,12.08666674
14.07.2016 10:00:00,12.27833335
14.07.2016 11:00:00,12.97666677
14.07.2016 12:00:00,13.51333332
14.07.2016 13:00:00,14.25999991
14.07.2016 14:00:00,15.86333323
14.07.2016 15:00:00,16.75666666
14.07.2016 16:00:00,17.50166639
14.07.2016 17:00:00,17.80000019
14.07.2016 18:00:00,17.08000024
14.07.2016 19:00:00,16.39333344
14.07.2016 20:00:00,15.35166661
14.07.2016 21:00:00,14.5666666
14.07.2016 22:00:00,14.0250001
14.07.2016 23:00:00,12.79666678
15.07.2016 00:00:00,12.01833328
15.07.2016 01:00:00,12.1516668
15.07.2016 02:00:00,11.89999978
15.07.2016 03:00:00,11.99499989
15.07.2016 04:00:00,12.0049998
15.07.2016 05:00:00,11.92833328
15.07.2016 06:00:00,12.16999992
15.07.2016 07:00:00,12.47999986
15.07.2016 08:00:00,12.68166653
15.07.2016 09:00:00,12.72833347
15.07.2016 10:00:00,13.51666657
15.07.2016 11:00:00,14.58333317
15.07.2016 12:00:00,15.38500007
15.07.2016 13:00:00,15.80999994
15.07.2016 14:00:00,15.66000001
15.07.2016 15:00:00,16.45666663
15.07.2016 16:00:00,18.21666686
15.07.2016 17:00:00,18.58333333
15.07.2016 18:00:00,17.10166645
15.07.2016 19:00:00,16.24833298
15.07.2016 20:00:00,16.01666657
15.07.2016 21:00:00,15.22166665
15.07.2016 22:00:00,13.45166667
15.07.2016 23:00:00,12.70833317
16.07.2016 00:00:00,11.6916666
16.07.2016 01:00:00,10.8766667
16.07.2016 02:00:00,10.0933334
16.07.2016 03:00:00,9.600000064
16.07.2016 04:00:00,8.89166673
16.07.2016 05:00:00,9.493333181
16.07.2016 06:00:00,11.16833337
16.07.2016 07:00:00,13.48500013
16.07.2016 08:00:00,16.84666681
16.07.2016 09:00:00,19.46000004
16.07.2016 10:00:00,20.49666627
16.07.2016 11:00:00,21.0716664
16.07.2016 12:00:00,21.91500028
16.07.2016 13:00:00,22.29833349
16.07.2016 14:00:00,22.67833328
16.07.2016 15:00:00,22.93166637
16.07.2016 16:00:00,22.23666668
16.07.2016 17:00:00,22.03999996
16.07.2016 18:00:00,21.42166678
16.07.2016 19:00:00,20.88499959
16.07.2016 20:00:00,20.16666667
16.07.2016 21:00:00,19.61833318
16.07.2016 22:00:00,19.1233333
16.07.2016 23:00:00,18.75833321
17.07.2016 00:00:00,18.52333355
17.07.2016 01:00:00,18.28833357
17.07.2016 02:00:00,18.04833349
17.07.2016 03:00:00,17.78833326
17.07.2016 04:00:00,17.65833314
17.07.2016 05:00:00,16.33166663
17.07.2016 06:00:00,15.88166666
17.07.2016 07:00:00,16.23333327
17.07.2016 08:00:00,16.74666659
17.07.2016 09:00:00,18.15666707
17.07.2016 10:00:00,21.02166621
17.07.2016 11:00:00,22.7433335
17.07.2016 12:00:00,21.6299998
17.07.2016 13:00:00,20.39166673
17.07.2016 14:00:00,21.75500011
17.07.2016 15:00:00,21.54166667
17.07.2016 16:00:00,21.63500023
17.07.2016 17:00:00,22.89833355
17.07.2016 18:00:00,21.82166672
17.07.2016 19:00:00,20.91833369
17.07.2016 20:00:00,20.09166686
17.07.2016 21:00:00,19.60666656
17.07.2016 22:00:00,19.5066665
17.07.2016 23:00:00,19.65500005
18.07.2016 00:00:00,19.34666665
18.07.2016 01:00:00,18.76999982
18.07.2016 02:00:00,17.78999996
18.07.2016 03:00:00,16.99000009
18.07.2016 04:00:00,16.54666678
18.07.2016 05:00:00,16.66833337
18.07.2016 06:00:00,18.47666677
18.07.2016 07:00:00,19.50166639
18.07.2016 08:00:00,20.28166676
18.07.2016 09:00:00,21.09166654
18.07.2016 10:00:00,21.90833346
18.07.2016 11:00:00,22.6850001
18.07.2016 12:00:00,23.71999995
18.07.2016 13:00:00,23.88666662
18.07.2016 14:00:00,24.72333368
18.07.2016 15:00:00,25.23499997
18.07.2016 16:00:00,25.46666686
18.07.2016 17:00:00,25.41666698
18.07.2016 18:00:00,24.85666656
18.07.2016 19:00:00,24.29166635
18.07.2016 20:00:00,23.61666679
18.07.2016 21:00:00,22.8083334
18.07.2016 22:00:00,20.94833279
18.07.2016 23:00:00,18.84666634
19.07.2016 00:00:00,17.95666663
19.07.2016 01:00:00,16.88000043
19.07.2016 02:00:00,15.95833333
19.07.2016 03:00:00,14.92166662
19.07.2016 04:00:00,14.32333326
19.07.2016 05:00:00,15.23499997
19.07.2016 06:00:00,17.55000019
19.07.2016 07:00:00,18.83499972
19.07.2016 08:00:00,21.66666667
19.07.2016 09:00:00,23.93166669
19.07.2016 10:00:00,25.18833319
19.07.2016 11:00:00,26.15500005
19.07.2016 12:00:00,26.92833328
19.07.2016 13:00:00,27.0733331
19.07.2016 14:00:00,27.57500045
19.07.2016 15:00:00,27.35166645
19.07.2016 16:00:00,27.65000025
19.07.2016 17:00:00,27.36333338
19.07.2016 18:00:00,26.98166656
19.07.2016 19:00:00,25.70000045
19.07.2016 20:00:00,24.3100001
19.07.2016 21:00:00,23.04500008
19.07.2016 22:00:00,21.76833312
19.07.2016 23:00:00,21.08500004
20.07.2016 00:00:00,19.46833324
20.07.2016 01:00:00,18.33666674
20.07.2016 02:00:00,17.23833275
20.07.2016 03:00:00,16.27666664
20.07.2016 04:00:00,15.52833319
20.07.2016 05:00:00,16.12999996
20.07.2016 06:00:00,18.17999999
20.07.2016 07:00:00,20.02833366
20.07.2016 08:00:00,22.58166663
20.07.2016 09:00:00,24.88999971
20.07.2016 10:00:00,26.03000005
20.07.2016 11:00:00,26.91333326
20.07.2016 12:00:00,28.07999992
20.07.2016 13:00:00,28.91666667
20.07.2016 14:00:00,29.51666673
20.07.2016 15:00:00,30.11666616
20.07.2016 16:00:00,30.39666653
20.07.2016 17:00:00,30.18166669
20.07.2016 18:00:00,29.80666637
20.07.2016 19:00:00,28.16833337
20.07.2016 20:00:00,26.88000011
20.07.2016 21:00:00,25.48833338
20.07.2016 22:00:00,24.28666687
20.07.2016 23:00:00,23.11500009
21.07.2016 00:00:00,21.91333357
21.07.2016 01:00:00,21.42333317
21.07.2016 02:00:00,19.71666686
21.07.2016 03:00:00,19.41000017
21.07.2016 04:00:00,18.85833327
21.07.2016 05:00:00,18.4333334
21.07.2016 06:00:00,19.31833331
21.07.2016 07:00:00,19.46666686
21.07.2016 08:00:00,20.1183335
21.07.2016 09:00:00,20.44999981
21.07.2016 10:00:00,19.48333327
21.07.2016 11:00:00,18.72499975
21.07.2016 12:00:00,19.20333354
21.07.2016 13:00:00,19.8633337
21.07.2016 14:00:00,20.12666639
21.07.2016 15:00:00,20.23166656
21.07.2016 16:00:00,20.39999962
21.07.2016 17:00:00,20.69333331
21.07.2016 18:00:00,21.58833345
21.07.2016 19:00:00,20.11833318
21.07.2016 20:00:00,19.26666609
21.07.2016 21:00:00,18.64999962
21.07.2016 22:00:00,18.02000014
21.07.2016 23:00:00,17.45499992
22.07.2016 00:00:00,16.94500001
22.07.2016 01:00:00,16.45333354
22.07.2016 02:00:00,16.40666612
22.07.2016 03:00:00,16.10166645
22.07.2016 04:00:00,15.85000006
22.07.2016 05:00:00,15.7783335
22.07.2016 06:00:00,15.88500007
22.07.2016 07:00:00,16.3166666
22.07.2016 08:00:00,18.05333328
22.07.2016 09:00:00,21.24666691
22.07.2016 10:00:00,24.02833303
22.07.2016 11:00:00,25.97666677
22.07.2016 12:00:00,26.92499987
22.07.2016 13:00:00,27.92833296
22.07.2016 14:00:00,28.75500011
22.07.2016 15:00:00,29.21666686
22.07.2016 16:00:00,29.19500001
22.07.2016 17:00:00,29.34999975
22.07.2016 18:00:00,28.64999994
22.07.2016 19:00:00,25.60833327
22.07.2016 20:00:00,23.13666662
22.07.2016 21:00:00,21.78999996
22.07.2016 22:00:00,20.78999996
22.07.2016 23:00:00,20.42166646
23.07.2016 00:00:00,20.08666674
23.07.2016 01:00:00,19.236667
23.07.2016 02:00:00,18.5649999
23.07.2016 03:00:00,17.89666684
23.07.2016 04:00:00,17.67166678
23.07.2016 05:00:00,17.43666681
23.07.2016 06:00:00,18.1833334
23.07.2016 07:00:00,19.67000008
23.07.2016 08:00:00,20.75999991
23.07.2016 09:00:00,21.96999995
23.07.2016 10:00:00,23.29166667
23.07.2016 11:00:00,24.74000009
23.07.2016 12:00:00,25.66833305
23.07.2016 13:00:00,25.30000019
23.07.2016 14:00:00,23.11833318
23.07.2016 15:00:00,19.14166705
23.07.2016 16:00:00,19.16499996
23.07.2016 17:00:00,19.86666648
23.07.2016 18:00:00,19.85333316
23.07.2016 19:00:00,19.32666715
23.07.2016 20:00:00,18.89999994
23.07.2016 21:00:00,18.69666672
23.07.2016 22:00:00,18.55833308
23.07.2016 23:00:00,18.49666659
24.07.2016 00:00:00,18.13166682
24.07.2016 01:00:00,17.82833322
24.07.2016 02:00:00,17.48499997
24.07.2016 03:00:00,17.16833337
24.07.2016 04:00:00,17.09500027
24.07.2016 05:00:00,17.31999969
24.07.2016 06:00:00,17.58833345
24.07.2016 07:00:00,19.39833323
24.07.2016 08:00:00,21.70833302
24.07.2016 09:00:00,22.8083334
24.07.2016 10:00:00,24.0016667
24.07.2016 11:00:00,24.96666686
24.07.2016 12:00:00,26.29999987
24.07.2016 13:00:00,26.60666688
24.07.2016 14:00:00,27.40999985
24.07.2016 15:00:00,27.1299998
24.07.2016 16:00:00,26.88833364
24.07.2016 17:00:00,27.02999973
24.07.2016 18:00:00,26.88500023
24.07.2016 19:00:00,25.59666665
24.07.2016 20:00:00,23.72666645
24.07.2016 21:00:00,22.90999953
24.07.2016 22:00:00,22.27833271
24.07.2016 23:00:00,21.44666672
25.07.2016 00:00:00,20.73000018
25.07.2016 01:00:00,20.10166677
25.07.2016 02:00:00,19.42333349
25.07.2016 03:00:00,19.1266667
25.07.2016 04:00:00,18.64333312
25.07.2016 05:00:00,18.84499995
25.07.2016 06:00:00,20.111667
25.07.2016 07:00:00,21.20166683
25.07.2016 08:00:00,22.85000006
25.07.2016 09:00:00,25.49333318
25.07.2016 10:00:00,26.64500014
25.07.2016 11:00:00,27.17999999
25.07.2016 12:00:00,27.18666649
25.07.2016 13:00:00,25.61666679
25.07.2016 14:00:00,24.53333378
25.07.2016 15:00:00,24.98499997
25.07.2016 16:00:00,24.65666676
25.07.2016 17:00:00,26.01500034
25.07.2016 18:00:00,25.70666663
25.07.2016 19:00:00,24.46999995
25.07.2016 20:00:00,23.40166664
25.07.2016 21:00:00,22.36499977
25.07.2016 22:00:00,21.71000004
25.07.2016 23:00:00,20.77166684
26.07.2016 00:00:00,20.18666681
26.07.2016 01:00:00,19.56833363
26.07.2016 02:00:00,19.21000004
26.07.2016 03:00:00,19.10000006
26.07.2016 04:00:00,18.77666728
26.07.2016 05:00:00,18.79000028
26.07.2016 06:00:00,19.23166688
26.07.2016 07:00:00,19.62166659
26.07.2016 08:00:00,19.94333363
26.07.2016 09:00:00,21.29333337
26.07.2016 10:00:00,21.15500037
26.07.2016 11:00:00,21.61666679
26.07.2016 12:00:00,22.7966671
26.07.2016 13:00:00,23.27333355
26.07.2016 14:00:00,23.91166655
26.07.2016 15:00:00,24.78333314
26.07.2016 16:00:00,23.85166677
26.07.2016 17:00:00,25.01000055
26.07.2016 18:00:00,25.15999985
26.07.2016 19:00:00,23.66833369
26.07.2016 20:00:00,22.83000024
26.07.2016 21:00:00,21.9150006
26.07.2016 22:00:00,20.72166665
26.07.2016 23:00:00,19.94833342
27.07.2016 00:00:00,19.34000015
27.07.2016 01:00:00,18.70166651
27.07.2016 02:00:00,18.13666662
27.07.2016 03:00:00,17.53833357
27.07.2016 04:00:00,17.2566665
27.07.2016 05:00:00,17.10166677
27.07.2016 06:00:00,18.15833378
27.07.2016 07:00:00,19.28833326
27.07.2016 08:00:00,20.4483331
27.07.2016 09:00:00,21.73833338
27.07.2016 10:00:00,23.26666673
27.07.2016 11:00:00,24.67500019
27.07.2016 12:00:00,21.12666639
27.07.2016 13:00:00,20.14500014
27.07.2016 14:00:00,21.46999995
27.07.2016 15:00:00,22.70833333
27.07.2016 16:00:00,23.79500008
27.07.2016 17:00:00,24.31166681
27.07.2016 18:00:00,23.95666663
27.07.2016 19:00:00,22.65666676
27.07.2016 20:00:00,22.08833377
27.07.2016 21:00:00,20.80166626
27.07.2016 22:00:00,20.06999969
27.07.2016 23:00:00,19.40499973
28.07.2016 00:00:00,19.07666651
28.07.2016 01:00:00,18.59500027
28.07.2016 02:00:00,17.80499967
28.07.2016 03:00:00,16.35666704
28.07.2016 04:00:00,15.2833333
28.07.2016 05:00:00,14.9083333
28.07.2016 06:00:00,15.88833332
28.07.2016 07:00:00,16.28833326
28.07.2016 08:00:00,18.15666676
28.07.2016 09:00:00,21.48666668
28.07.2016 10:00:00,22.09499963
28.07.2016 11:00:00,23.35166645
28.07.2016 12:00:00,23.86833318
28.07.2016 13:00:00,24.15666676
28.07.2016 14:00:00,24.7516667
28.07.2016 15:00:00,24.60500018
28.07.2016 16:00:00,25.36666616
28.07.2016 17:00:00,25.32000033
28.07.2016 18:00:00,24.81833331
28.07.2016 19:00:00,23.25000032
28.07.2016 20:00:00,21.59000015
28.07.2016 21:00:00,20.35166645
28.07.2016 22:00:00,19.95833333
28.07.2016 23:00:00,19.02833335
29.07.2016 00:00:00,18.60333316
29.07.2016 01:00:00,17.08333333
29.07.2016 02:00:00,16.31333319
29.07.2016 03:00:00,16.09499995
29.07.2016 04:00:00,15.80333344
29.07.2016 05:00:00,15.80833324
29.07.2016 06:00:00,16.4950002
29.07.2016 07:00:00,16.74000041
29.07.2016 08:00:00,17.64500014
29.07.2016 09:00:00,19.95000013
29.07.2016 10:00:00,21.44666672
29.07.2016 11:00:00,22.68666681
29.07.2016 12:00:00,23.48166688
29.07.2016 13:00:00,23.70666663
29.07.2016 14:00:00,23.38666662
29.07.2016 15:00:00,23.40999985
29.07.2016 16:00:00,23.23499966
29.07.2016 17:00:00,21.98999977
29.07.2016 18:00:00,20.21500015
29.07.2016 19:00:00,20.01499971
29.07.2016 20:00:00,19.21333345
29.07.2016 21:00:00,17.10500018
29.07.2016 22:00:00,16.85333347
29.07.2016 23:00:00,16.72999986
30.07.2016 00:00:00,16.58666674
30.07.2016 01:00:00,16.16833305
30.07.2016 02:00:00,15.65333319
30.07.2016 03:00:00,15.25333325
30.07.2016 04:00:00,15.14666669
30.07.2016 05:00:00,15.47833316
30.07.2016 06:00:00,16.43000031
30.07.2016 07:00:00,17.64833323
30.07.2016 08:00:00,20.00333309
30.07.2016 09:00:00,21.72833347
30.07.2016 10:00:00,22.65333335
30.07.2016 11:00:00,24.10833359
30.07.2016 12:00:00,24.6183335
30.07.2016 13:00:00,25.04666646
30.07.2016 14:00:00,25.18666681
30.07.2016 15:00:00,25.56333319
30.07.2016 16:00:00,25.46999995
30.07.2016 17:00:00,25.28500048
30.07.2016 18:00:00,24.19000022
30.07.2016 19:00:00,22.92000008
30.07.2016 20:00:00,21.68666681
30.07.2016 21:00:00,20.83166663
30.07.2016 22:00:00,19.67333317
30.07.2016 23:00:00,18.83166663
31.07.2016 00:00:00,18.33500004
31.07.2016 01:00:00,17.9333334
31.07.2016 02:00:00,17.42333349
31.07.2016 03:00:00,17.09499995
31.07.2016 04:00:00,16.39166673
31.07.2016 05:00:00,15.98666668
31.07.2016 06:00:00,17.14999994
31.07.2016 07:00:00,17.61500041
31.07.2016 08:00:00,18.73333327
31.07.2016 09:00:00,20.04999987
31.07.2016 10:00:00,21.91333294
31.07.2016 11:00:00,22.98833307
31.07.2016 12:00:00,23.63499991
31.07.2016 13:00:00,24.44000022
31.07.2016 14:00:00,23.46833324
31.07.2016 15:00:00,23.263333
